320.694	501.000
321.397	519.000
322.099	490.000
322.802	499.000
323.504	493.000
324.207	506.000
324.910	493.000
325.612	525.000
326.315	502.000
327.017	486.000
327.719	517.000
328.422	537.000
329.124	510.000
329.826	529.000
330.529	512.000
331.231	513.000
331.933	523.000
332.636	541.000
333.338	515.000
334.040	505.000
334.742	503.000
335.444	560.000
336.146	542.000
336.848	552.000
337.550	522.000
338.252	514.000
338.954	518.000
339.656	528.000
340.358	527.000
341.060	535.000
341.762	545.000
342.464	527.000
343.166	535.000
343.868	514.000
344.569	543.000
345.271	525.000
345.973	548.000
346.674	519.000
347.376	539.000
348.078	541.000
348.779	552.000
349.481	549.000
350.182	528.000
350.884	565.000
351.585	540.000
352.287	546.000
352.988	539.000
353.690	541.000
354.391	516.000
355.092	574.000
355.793	543.000
356.495	542.000
357.196	554.000
357.897	542.000
358.598	555.000
359.299	558.000
360.001	562.000
360.702	562.000
361.403	569.000
362.104	554.000
362.805	558.000
363.506	563.000
364.207	562.000
364.907	592.000
365.608	570.000
366.309	563.000
367.010	587.000
367.711	539.000
368.411	574.000
369.112	573.000
369.813	571.000
370.513	546.000
371.214	547.000
371.915	533.000
372.615	587.000
373.316	551.000
374.016	535.000
374.717	562.000
375.417	551.000
376.117	545.000
376.818	549.000
377.518	542.000
378.218	569.000
378.918	547.000
379.619	543.000
380.319	549.000
381.019	546.000
381.719	555.000
382.419	567.000
383.119	580.000
383.819	572.000
384.519	569.000
385.219	542.000
385.919	595.000
386.619	569.000
387.319	564.000
388.018	576.000
388.718	562.000
389.418	536.000
390.118	548.000
390.817	549.000
391.517	535.000
392.216	550.000
392.916	582.000
393.616	583.000
394.315	602.000
395.014	568.000
395.714	577.000
396.413	575.000
397.113	576.000
397.812	576.000
398.511	591.000
399.210	597.000
399.910	573.000
400.609	593.000
401.308	604.000
402.007	581.000
402.706	621.000
403.405	617.000
404.104	651.000
404.803	701.000
405.502	840.000
406.201	918.000
406.899	935.000
407.598	946.000
408.297	977.000
408.996	876.000
409.694	825.000
410.393	785.000
411.092	743.000
411.790	708.000
412.489	701.000
413.187	658.000
413.886	668.000
414.584	672.000
415.282	688.000
415.981	665.000
416.679	681.000
417.377	681.000
418.075	675.000
418.774	697.000
419.472	656.000
420.170	685.000
420.868	722.000
421.566	721.000
422.264	709.000
422.962	664.000
423.660	677.000
424.358	685.000
425.055	729.000
425.753	713.000
426.451	706.000
427.149	728.000
427.846	739.000
428.544	702.000
429.241	737.000
429.939	721.000
430.636	709.000
431.334	749.000
432.031	736.000
432.729	689.000
433.426	754.000
434.123	721.000
434.821	760.000
435.518	790.000
436.215	786.000
436.912	791.000
437.609	777.000
438.306	782.000
439.003	782.000
439.700	807.000
440.397	815.000
441.094	836.000
441.791	818.000
442.487	819.000
443.184	795.000
443.881	869.000
444.578	862.000
445.274	819.000
445.971	834.000
446.667	822.000
447.364	820.000
448.060	916.000
448.757	837.000
449.453	887.000
450.149	884.000
450.846	905.000
451.542	890.000
452.238	897.000
452.934	905.000
453.630	915.000
454.326	876.000
455.022	899.000
455.718	917.000
456.414	894.000
457.110	888.000
457.806	872.000
458.502	919.000
459.197	890.000
459.893	895.000
460.589	911.000
461.284	940.000
461.980	918.000
462.675	933.000
463.371	932.000
464.066	901.000
464.762	915.000
465.457	907.000
466.152	934.000
466.848	939.000
467.543	927.000
468.238	934.000
468.933	937.000
469.628	920.000
470.323	922.000
471.018	914.000
471.713	896.000
472.408	925.000
473.103	887.000
473.797	889.000
474.492	921.000
475.187	860.000
475.882	882.000
476.576	869.000
477.271	857.000
477.965	919.000
478.660	904.000
479.354	889.000
480.048	881.000
480.743	877.000
481.437	828.000
482.131	832.000
482.825	835.000
483.519	833.000
484.214	826.000
484.908	829.000
485.602	817.000
486.295	817.000
486.989	804.000
487.683	798.000
488.377	749.000
489.071	756.000
489.764	792.000
490.458	737.000
491.152	782.000
491.845	790.000
492.539	734.000
493.232	747.000
493.925	758.000
494.619	742.000
495.312	726.000
496.005	720.000
496.698	705.000
497.392	716.000
498.085	769.000
498.778	772.000
