310.662	556.000
311.365	549.000
312.068	536.000
312.770	563.000
313.473	541.000
314.176	517.000
314.879	534.000
315.582	545.000
316.284	516.000
316.987	535.000
317.690	541.000
318.392	526.000
319.095	551.000
319.797	537.000
320.500	513.000
321.203	550.000
321.905	514.000
322.607	530.000
323.310	514.000
324.012	555.000
324.715	548.000
325.417	495.000
326.119	534.000
326.822	518.000
327.524	530.000
328.226	536.000
328.929	527.000
329.631	534.000
330.333	534.000
331.035	526.000
331.737	559.000
332.439	511.000
333.141	534.000
333.843	514.000
334.545	511.000
335.247	533.000
335.949	528.000
336.651	551.000
337.353	503.000
338.055	534.000
338.757	511.000
339.459	551.000
340.160	519.000
340.862	537.000
341.564	504.000
342.266	547.000
342.967	530.000
343.669	572.000
344.370	530.000
345.072	505.000
345.773	512.000
346.475	545.000
347.176	516.000
347.878	541.000
348.579	518.000
349.281	489.000
349.982	531.000
350.683	526.000
351.385	500.000
352.086	509.000
352.787	525.000
353.488	510.000
354.190	514.000
354.891	562.000
355.592	535.000
356.293	528.000
356.994	536.000
357.695	520.000
358.396	543.000
359.097	528.000
359.798	540.000
360.499	555.000
361.200	542.000
361.900	524.000
362.601	548.000
363.302	554.000
364.003	533.000
364.703	525.000
365.404	518.000
366.105	535.000
366.805	510.000
367.506	561.000
368.206	538.000
368.907	531.000
369.607	541.000
370.308	550.000
371.008	540.000
371.708	506.000
372.409	545.000
373.109	538.000
373.809	549.000
374.510	510.000
375.210	537.000
375.910	537.000
376.610	528.000
377.310	555.000
378.010	537.000
378.710	540.000
379.410	540.000
380.110	538.000
380.810	557.000
381.510	539.000
382.210	551.000
382.910	536.000
383.609	525.000
384.309	552.000
385.009	533.000
385.708	550.000
386.408	560.000
387.108	554.000
387.807	530.000
388.507	533.000
389.206	554.000
389.906	557.000
390.605	529.000
391.305	570.000
392.004	535.000
392.703	544.000
393.402	544.000
394.102	553.000
394.801	567.000
395.500	557.000
396.199	599.000
396.898	558.000
397.597	571.000
398.296	563.000
398.995	609.000
399.694	595.000
400.393	629.000
401.092	669.000
401.791	776.000
402.490	887.000
403.188	1035.000
403.887	1161.000
404.586	1286.000
405.284	1433.000
405.983	1515.000
406.682	1492.000
407.380	1410.000
408.079	1306.000
408.777	1276.000
409.475	1092.000
410.174	942.000
410.872	906.000
411.570	811.000
412.269	776.000
412.967	758.000
413.665	722.000
414.363	708.000
415.061	740.000
415.759	743.000
416.457	745.000
417.155	732.000
417.853	676.000
418.551	718.000
419.249	706.000
419.947	698.000
420.644	704.000
421.342	666.000
422.040	663.000
422.737	659.000
423.435	630.000
424.133	634.000
424.830	652.000
425.528	662.000
426.225	651.000
426.922	654.000
427.620	629.000
428.317	661.000
429.014	634.000
429.712	668.000
430.409	649.000
431.106	653.000
431.803	665.000
432.500	689.000
433.197	672.000
433.894	698.000
434.591	683.000
435.288	707.000
435.985	709.000
436.682	688.000
437.378	742.000
438.075	742.000
438.772	754.000
439.468	765.000
440.165	703.000
440.862	738.000
441.558	762.000
442.255	727.000
442.951	763.000
443.647	774.000
444.344	789.000
445.040	805.000
445.736	862.000
446.432	836.000
447.129	891.000
447.825	886.000
448.521	872.000
449.217	945.000
449.913	944.000
450.609	981.000
451.305	984.000
452.000	1008.000
452.696	1050.000
453.392	1038.000
454.088	1084.000
454.783	1099.000
455.479	1160.000
456.175	1173.000
456.870	1205.000
457.566	1291.000
458.261	1327.000
458.956	1371.000
459.652	1404.000
460.347	1467.000
461.042	1480.000
461.738	1571.000
462.433	1607.000
463.128	1586.000
463.823	1659.000
464.518	1682.000
465.213	1783.000
465.908	1877.000
466.603	1924.000
467.298	1884.000
467.992	1991.000
468.687	2048.000
469.382	2158.000
470.076	2244.000
470.771	2237.000
471.466	2174.000
472.160	2321.000
472.855	2328.000
473.549	2334.000
474.243	2559.000
474.938	2528.000
475.632	2605.000
476.326	2674.000
477.020	2586.000
477.714	2702.000
478.408	2740.000
479.102	2710.000
479.796	2901.000
480.490	2871.000
481.184	2883.000
481.878	2881.000
482.572	2858.000
483.266	3105.000
483.959	2928.000
484.653	3104.000
485.347	3151.000
486.040	3007.000
486.734	3009.000
487.427	3039.000
488.120	3138.000
488.814	3039.000
